arm,initialization,method,subtask_mode,task,seed,source_run_log_path,source_run_log_sha256,number_of_budgeted_records,raw_terminal_label,selected_best_canonical_score,first_best_attempt,terminal_budgeted_candidate_score,best_minus_terminal_absolute_drop,retained_best
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,2,data/logs/run/p-create-bandit-fixed-grasp_place-seed-02.json,66c5d442ef53d06fb6e197359be1b1e01c0dfda366d26b69a542b3cb5064a32d,15,15,0.5390457181364942,13,0.36473229018639186,0.1743134279501023,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,3,data/logs/run/p-create-bandit-fixed-grasp_place-seed-03.json,9628ea7aa59bd215881f4fd0d06cd0b42ab6097737647601d7d0816ab528a3e5,15,15,0.4690928871837299,11,0.22684523457635306,0.24224765260737682,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,4,data/logs/run/p-create-bandit-fixed-grasp_place-seed-04.json,82de14d6d249d2016bdf309beb8602bb3b54f85c694dba4ba27cd1726cf249ee,15,15,0.38291262937177634,14,0.3747007067736709,0.008211922598105437,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,5,data/logs/run/p-create-bandit-fixed-grasp_place-seed-05.json,9f841f4455716c2a075c54094b50f372ecb4c416a97e38f1023c6f971bf892e5,15,15,0.4411233806018819,4,0.1747842014377904,0.2663391791640915,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,6,data/logs/run/p-create-bandit-fixed-grasp_place-seed-06.json,cda45e01e15d10059cd8d8fb0913b1ebbc2074125a18dc68b49aff0a528c1799,15,15,0.31799123939127544,7,0.2482247880176516,0.06976645137362383,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,7,data/logs/run/p-create-bandit-fixed-grasp_place-seed-07.json,38fc77178924973a1b3e73cabf51732ef3a799821b8cf9e4fa036c0a1190d0a0,15,15,0.45600682837756207,1,0.2636889165850944,0.19231791179246766,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,8,data/logs/run/p-create-bandit-fixed-grasp_place-seed-08.json,6b5f17ba313dd0052d401f1c1b6f3d22469f2a01e7bd415ff19683dfbe36e61c,15,15,0.339667315058607,11,0.2191886527171022,0.12047866234150478,False
create-bandit-fixed,Create,BanditRefine,FixedST,grasp_place,9,data/logs/run/p-create-bandit-fixed-grasp_place-seed-09.json,6fbaa805c540f3d88a81a9ae1f96e91469f341447dc10346a560148ec1948c63,15,15,0.30364467821744645,3,0.16061676949132564,0.1430279087261208,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,0,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-00.json,5a12e1fb56f1b845a626e830ebb937888230e794c64a8b91153f4e98793f08db,15,15,0.9633645655947874,12,0.946661438267582,0.01670312732720547,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,1,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-01.json,af000f1d14d6145fb4d3e6f10e24f6a7ee694dbc52c7d9efd5bd2954948e4975,15,15,0.9681560448864222,7,4.558998044151094e-47,0.9681560448864222,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,2,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-02.json,5ccb346ee77472d14df046e91d9d11d22cb3e12b500b18096b4eeb413ce130a0,15,15,0.967662773718101,9,0.8761327219700433,0.09153005174805773,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,3,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-03.json,0fdcf40cdada1eead1b92d1a7f9f7e0c21b0ea59eb836f360cfe8f63c892c623,15,15,0.9653900439376347,12,0.9442369012487287,0.021153142688906,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,4,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-04.json,42bbedec1b7b06991af189602986024436d34023cc327a3de4c0c3a37fc7480c,15,15,0.9677850520202257,7,0.8757982466609066,0.09198680535931913,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,5,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-05.json,ddbef7a88238a5f070d190c7610cd4d692048bdcff14a129b7058344a0990d9c,15,15,0.8785179864808447,1,8.275607709938287e-21,0.8785179864808447,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,6,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-06.json,bacf36ea789e39c22514c6d25b5ecc8c891b29a67151861fec10b999edcabef8,15,15,0.9679756253041433,7,0.9676937847447672,0.00028184055937607866,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,7,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-07.json,f24d01a0eb486a304c033da7b748b16550454632e6fac206a0d2b7fba1615527,15,15,0.8784131473567438,12,0.8778974093728525,0.0005157379838912624,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,8,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-08.json,631b6f66a687f4d13afd84fbb6d813c1edd0d97f025820a31e5488384761686a,15,15,0.9673388466264087,12,0.9673346111518111,4.23547459760254e-06,False
create-bandit-fixed,Create,BanditRefine,FixedST,obstacle_reach,9,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-09.json,6c2261453bc928ac7c9903d75fdf0613bf9f278356708bbd8d064ca00984515f,15,15,0.8784823621190392,1,0.8764644360333645,0.0020179260856746373,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,0,data/logs/run/p-create-bandit-fixed-peg_channel-seed-00.json,35d378c5f9ad56f89cea2b2ff1e727ccf0d184280fc9663d24d0bd2c26ad20f7,15,15,0.000551516526681339,6,9.311627456182242e-05,0.0004584002521195166,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,1,data/logs/run/p-create-bandit-fixed-peg_channel-seed-01.json,a75b2f69bc3a56b8104860012fc8845fd330705056f9f0fc4230f73ce27a887e,15,15,0.7090960908707892,3,0.6450104500584769,0.06408564081231227,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,2,data/logs/run/p-create-bandit-fixed-peg_channel-seed-02.json,bb92ec278f3ba56188c0b653957d434dcc52cc7ab72ee5284f0c3b561096026c,15,15,0.12242480484350621,1,1.3732758856437088e-05,0.12241107208464977,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,3,data/logs/run/p-create-bandit-fixed-peg_channel-seed-03.json,2866eb209a0bfa8d5fc7dda2a26bbd7b22ce1da7cf6c4458f68491ac3c80e164,15,15,0.27007563947134755,4,0.10157705646144122,0.16849858300990633,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,4,data/logs/run/p-create-bandit-fixed-peg_channel-seed-04.json,121c3ac9d25cf225f2e3c0e8b4570d0ff1e048a03e0619de5488cb4c26cdeb3a,15,15,0.17203700765979493,6,0.006944649347882543,0.16509235831191238,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,5,data/logs/run/p-create-bandit-fixed-peg_channel-seed-05.json,c7301b78ec6c7ab6e7325e95b4d86334ec9072db8152401fbb2225c003176e52,15,15,0.17052857834081012,6,0.04567816021882767,0.12485041812198244,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,6,data/logs/run/p-create-bandit-fixed-peg_channel-seed-06.json,028fe7800dadb886930c661baa3cdf8da1c5f37c4db86736b6737f7fac8c1ce1,15,15,0.2108683758272817,15,0.2108683758272817,0.0,True
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,7,data/logs/run/p-create-bandit-fixed-peg_channel-seed-07.json,30bea2008c19d5cb6409ce5b1de81fce1d4f3065390e1331fe340606b292dc94,15,15,0.25782597187812833,5,0.09955998483585564,0.15826598704227268,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,8,data/logs/run/p-create-bandit-fixed-peg_channel-seed-08.json,64de6c90e26758813a893fd0fe62471a1a0fbdea50d8a3bca949a30839088598,15,15,0.6400067427517712,6,0.3241454454985351,0.3158612972532361,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_channel,9,data/logs/run/p-create-bandit-fixed-peg_channel-seed-09.json,cb968805430af89cd069fb6e4bdd2d56ce3b7b26335915ea1c3d042edeb7e591,15,15,0.193220878715347,3,0.013154673075456152,0.18006620563989084,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,0,data/logs/run/p-create-bandit-fixed-peg_insert-seed-00.json,54b5b0c96cf429dde46d097eec8675fff4026c3f21425cc15fe42f6e63aa196f,15,15,0.8931823440645629,0,0.8028243668587661,0.09035797720579675,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,1,data/logs/run/p-create-bandit-fixed-peg_insert-seed-01.json,4c94db657eb349e99b5b027e21edab7849aec8877f9f829016d0f8baa2fadbf5,15,15,0.995126720974305,3,0.9734421055995783,0.021684615374726657,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,2,data/logs/run/p-create-bandit-fixed-peg_insert-seed-02.json,8cd793131e68359903572d44049453bd476c06d9776728dd7ea8b2a2ddd0b6b6,15,15,0.893051375639275,10,0.8570544021530915,0.03599697348618347,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,3,data/logs/run/p-create-bandit-fixed-peg_insert-seed-03.json,bdd9eb40e18e5392980077351bef87fb39e735e4e8d40112f7a4c3d01edb5e91,15,15,0.8744804899877469,14,0.8384931947975495,0.03598729519019739,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,4,data/logs/run/p-create-bandit-fixed-peg_insert-seed-04.json,9e93319e0379633ce8bab4e2a79e224750fbc9135a0267029f55ccfbeac499af,15,15,0.8456623187612832,11,0.8392458119837439,0.006416506777539244,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,5,data/logs/run/p-create-bandit-fixed-peg_insert-seed-05.json,5065d9f93904504f4ac114d189ae9134aead9e9a1a20518def689ecdb3c9611c,15,15,0.9427780213503073,0,0.8421944932867174,0.10058352806358994,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,6,data/logs/run/p-create-bandit-fixed-peg_insert-seed-06.json,166a4247da059ad4c4a682a990c847770a73cd4df8ab3e7c7d10697a2f6a582b,15,15,0.9150031460258705,1,0.8190255662275031,0.09597757979836741,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,7,data/logs/run/p-create-bandit-fixed-peg_insert-seed-07.json,77b7d6926f291b3dac531d2a5a4dfddc285552cbf411fbc5b2bd8a32162fa1fa,15,15,0.9298729781573556,14,0.8540180985238329,0.07585487963352266,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,8,data/logs/run/p-create-bandit-fixed-peg_insert-seed-08.json,bb3a05893d8c29cdb7ce7b8eff4382dc884307923a8462a9c31b2cefbfa87746,15,15,0.862640857025171,2,0.8313184220900213,0.031322434935149746,False
create-bandit-fixed,Create,BanditRefine,FixedST,peg_insert,9,data/logs/run/p-create-bandit-fixed-peg_insert-seed-09.json,59bbe5051160cd361bd4db96fca4266d8e6552173637b94b672e13998547a957,15,15,0.8983981861608985,3,0.8647236919757856,0.033674494185112924,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,0,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-00.json,608101eb27c13c31e14cc3e0796f0c37e01f1d40260022cc3f94989c7e319740,15,15,0.8393046281232422,14,0.8000322291246826,0.03927239899855961,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,1,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-01.json,6877555f7c0d6beb4356bcc97ea6fcb2cccac05a3d7a00f676f7b9ce12f65b1f,15,15,0.8692628078082528,7,0.6950588201332235,0.17420398767502931,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,2,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-02.json,e545734f4b9d0805f6d4ed91385b65c1e32b67f4188963056650c6031087fb44,15,15,0.9362173694808801,2,0.7601585695056953,0.1760587999751848,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,3,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-03.json,fcb4e59814c97939c707909a248b892d39e0fc254b1b2088a5b30c294997b9f8,15,15,0.8827276664648688,15,0.8827276664648688,0.0,True
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,4,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-04.json,35570f39e7fb870e1cb2f2a642e51a77ee43767d3fa17a726cd9a6964bb2df67,15,15,0.8379997110807825,0,0.6904247705321055,0.14757494054867704,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,5,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-05.json,ddee2a0d9d51ec0a7c8a1f9995bf389ec54cfcd48cb6a1e2331d8887eb0d0afc,15,15,0.8975812635370471,0,0.6484346284972394,0.24914663503980772,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,6,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-06.json,7ff39b3b0455c9a424a8d2cd83dde1ba22b3e0b4b6ae765beb70f23348af7098,15,15,0.9312755099254102,1,0.8182786488135597,0.11299686111185048,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,7,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-07.json,5524571f82fe0702c2211d5e8469d66edd2df919ce855144e8c503e176c37f92,15,15,0.8906778887519079,13,0.8884710124855947,0.002206876266313218,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,8,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-08.json,003fe0b0894c2dfbc81b52a4f1b275d56f2f31e475385f92f2fd6b83616d3617,15,15,0.7919337708592421,6,0.000936222705548384,0.7909975481536937,False
create-bandit-fixed,Create,BanditRefine,FixedST,push_to_goal,9,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-09.json,2fa535d0383ffb4f498bbd23920c865e0c5d96a7838d85eb3e6e6e9456d3ad7e,15,15,0.9090631346295899,0,0.7546352382842022,0.15442789634538767,False
create-language-fixed,Create,LLMRefine,FixedST,door_push,0,data/logs/run/p-create-language-fixed-door_push-seed-00.json,9005ef9cfd032b40e52ca72e15e92d887c048d9140de896790166b7e985e732c,14,14,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,door_push,1,data/logs/run/p-create-language-fixed-door_push-seed-01.json,b65a38c2589e8dc4ff827ace1f8d63e93a972af203fa048538b4d254e5729a8f,15,final_eval,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,door_push,2,data/logs/run/p-create-language-fixed-door_push-seed-02.json,c1889fa82fc394067dd237e7876ddcfb4d8f9d9e3423da8a92a2e9271e69fb9f,15,final_eval,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,door_push,3,data/logs/run/p-create-language-fixed-door_push-seed-03.json,0e0ce02a38b91c4af6419f8378a73c7806439f84de5ca6c1aad8134beb5293bf,15,final_eval,1.0,0,0.8152999779402638,0.18470002205973624,False
create-language-fixed,Create,LLMRefine,FixedST,door_push,4,data/logs/run/p-create-language-fixed-door_push-seed-04.json,389270b187678ad9b3e7b3245e698997ddb905b70f130d0ac08dff8be966aeac,14,14,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,door_push,5,data/logs/run/p-create-language-fixed-door_push-seed-05.json,746c664baa24389867c848259a0091af428a8719ed4ec93ddaa023796ff063f6,15,final_eval,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,door_push,6,data/logs/run/p-create-language-fixed-door_push-seed-06.json,77e9d9d15fcea6e1d96b4483c480e4d8dd0a5769622dec7136e1c66c820f295a,15,final_eval,1.0,0,0.964718865928389,0.03528113407161104,False
create-language-fixed,Create,LLMRefine,FixedST,door_push,7,data/logs/run/p-create-language-fixed-door_push-seed-07.json,f2b6ca947c0168e733965b1d30381f8c915da787eca9f9e04b81867987947b68,15,final_eval,1.0,0,0.4098175318457346,0.5901824681542653,False
create-language-fixed,Create,LLMRefine,FixedST,door_push,8,data/logs/run/p-create-language-fixed-door_push-seed-08.json,94b884f7a56542bc5cb4be8deadc1f131f78e2818c208a6ef3211da09e497ebf,15,final_eval,1.0,0,0.6745505731116967,0.32544942688830325,False
create-language-fixed,Create,LLMRefine,FixedST,door_push,9,data/logs/run/p-create-language-fixed-door_push-seed-09.json,c52ed24c0cc1055622b741f90b2183966acdd78221e2dd0cbebafa42ee79a114,14,14,1.0,0,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,0,data/logs/run/p-create-language-fixed-grasp_place-seed-00.json,e0cd7c8673dcb5ef309d518733d7a3a10815a4a9a3593b98e872ff1cae4196a6,15,final_eval,0.5730354951176446,11,0.200762316386253,0.37227317873139165,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,1,data/logs/run/p-create-language-fixed-grasp_place-seed-01.json,93e7c6cd1033282df79a641f3139c8ee57fd3e5b23a11ab078953e38f102ba93,14,14,0.31612525464975566,6,0.18672617332022087,0.1293990813295348,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,2,data/logs/run/p-create-language-fixed-grasp_place-seed-02.json,193284292fcb47f01202ff33ab54195d5ed8058917a634f68f8af2b4bf553bb2,14,14,1.0,1,1.0,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,3,data/logs/run/p-create-language-fixed-grasp_place-seed-03.json,c85450f975e77ea55956405ff3e2e076e0dd9a3d1e1a0a741a6edf20f0c3f80b,15,final_eval,0.46289820397669446,13,0.4371763235520792,0.025721880424615262,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,4,data/logs/run/p-create-language-fixed-grasp_place-seed-04.json,406fcd4b2a83c962375ed53db7724ccb35e019e328eb01ab19e43b97dcecde9e,15,final_eval,0.3441094763647053,10,0.31916447874150744,0.02494499762319785,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,5,data/logs/run/p-create-language-fixed-grasp_place-seed-05.json,2f824383b8e43535d3b910369b5fcdb5f1a58ffbd76cb685abc56e2311d11edd,15,final_eval,0.5149094317577623,8,0.3579270302895292,0.15698240146823306,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,6,data/logs/run/p-create-language-fixed-grasp_place-seed-06.json,d6102b6116a0f1eec007224a1a2e4b4d1d5e6720466a360ba56e84e1fa369a26,15,final_eval,0.3521494258994611,14,0.2488280447652456,0.10332138113421549,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,7,data/logs/run/p-create-language-fixed-grasp_place-seed-07.json,1f7d7b75f5f2e3c301c27320da0209275f5112c1115f97a204ee3ce502318261,15,final_eval,0.27185300032091053,8,0.18035208848270567,0.09150091183820486,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,8,data/logs/run/p-create-language-fixed-grasp_place-seed-08.json,0441fc79bea2ea1db1e73fe09a7306dbdd273771b934f59b0ea3df38de2b133d,15,final_eval,0.26402128914978706,12,0.14386215388066412,0.12015913526912295,False
create-language-fixed,Create,LLMRefine,FixedST,grasp_place,9,data/logs/run/p-create-language-fixed-grasp_place-seed-09.json,68879e8edd4fea7a002f3df280d8b83505181d0f489a4b132d7ab5c1242001ca,14,14,0.28371400171406963,2,0.27888926758199845,0.0048247341320711845,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,0,data/logs/run/p-create-language-fixed-obstacle_reach-seed-00.json,1ac824de82200bac43da6b7fa7d2749452ee3aa6568c9aaa0d392a2e0cb0c1bf,15,final_eval,0.9676516635401456,12,0.9674224557052709,0.00022920783487478946,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,1,data/logs/run/p-create-language-fixed-obstacle_reach-seed-01.json,1a1264022b27747da0c5e053c03c76861cdb28fb78a0823c6ec19352c727f19a,14,14,0.9712362277083835,12,0.9679196817639829,0.003316545944400562,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,2,data/logs/run/p-create-language-fixed-obstacle_reach-seed-02.json,ff9def4529f1a8191014391bf56d52798b77ddd71abc10dfead333ac30333922,14,14,0.9616245207368476,14,0.9616245207368476,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,3,data/logs/run/p-create-language-fixed-obstacle_reach-seed-03.json,e1d5f006c9a2afd07ae6c890f5ba6e8349f4a8e859ce09be4b247bd9e921736d,14,14,0.9410144867113205,8,0.9408192072068134,0.0001952795045070399,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,4,data/logs/run/p-create-language-fixed-obstacle_reach-seed-04.json,5fbf82c34208e1a2b3555eac129dc3dabdb96f1825f09640459220059647f484,15,final_eval,0.9638249913355974,9,0.9634025739347475,0.0004224174008499171,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,5,data/logs/run/p-create-language-fixed-obstacle_reach-seed-05.json,19eb5ae2b9d7d9b5117c1f8c324efb2b552af859b460fbda290e3eb0a5eba702,15,final_eval,0.9682162000801572,14,0.9375056501799107,0.030710549900246464,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,6,data/logs/run/p-create-language-fixed-obstacle_reach-seed-06.json,779b7fe385ef11952a21bd413199c6508e167d0710ce4153ecf00a1276d4c899,14,14,0.935288548560874,9,0.9348795696636167,0.00040897889725721726,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,7,data/logs/run/p-create-language-fixed-obstacle_reach-seed-07.json,bb275e9c7cfe2126348b899232da8fcd671412ee2acdf1b49e612fbce89973fd,14,14,0.9811942348133216,14,0.9811942348133216,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,8,data/logs/run/p-create-language-fixed-obstacle_reach-seed-08.json,957378b035f99ca0d8dcf126d1dbda7ba1d8ca1c9b1d96082cff32e6ac981df7,14,14,0.9663719349749522,11,0.9647514972343578,0.0016204377405943937,False
create-language-fixed,Create,LLMRefine,FixedST,obstacle_reach,9,data/logs/run/p-create-language-fixed-obstacle_reach-seed-09.json,abb4c2fa3b27db339ddca15e8983bcf0fab2e4e895d24dc5b51d0fceafb19927,14,14,0.9126917779390782,14,0.9126917779390782,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,0,data/logs/run/p-create-language-fixed-peg_channel-seed-00.json,7cfa65adadfecd624e340b6bbf42c2eb8e4ca4eda3c442b5dc417cfe611dbd48,15,final_eval,0.8535770811744526,13,0.08422459683742896,0.7693524843370236,False
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,1,data/logs/run/p-create-language-fixed-peg_channel-seed-01.json,20af26708f720d30abfc5f99a812553a45350bccf499910f398e78e6b58a4f8d,15,final_eval,0.46258648291513316,11,0.0890157550636057,0.37357072785152745,False
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,2,data/logs/run/p-create-language-fixed-peg_channel-seed-02.json,0bb9eb772de87a2873cbe2ed935f74277ff811f3d6bbcf4ab82c58eee3ed5586,15,final_eval,0.29339178088422113,15,0.29339178088422113,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,3,data/logs/run/p-create-language-fixed-peg_channel-seed-03.json,b981c4212a84242598d7dceed03536b46074b7596a13761faa361efb389e3e0b,15,final_eval,0.13209926418419402,14,0.0023886904293733764,0.12971057375482065,False
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,4,data/logs/run/p-create-language-fixed-peg_channel-seed-04.json,b238a7f3e99e758ac3d5de593f6d9b94fe443b245f5013a85b0649ef0f28c0e8,15,final_eval,0.5869638656526494,15,0.5869638656526494,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,5,data/logs/run/p-create-language-fixed-peg_channel-seed-05.json,e2f18b01ca2237a0cb9fe8d971fc97c579d242a6b34b547a9dcf65599d5733c7,15,final_eval,0.441009528898155,12,0.0003183567184167012,0.4406911721797383,False
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,6,data/logs/run/p-create-language-fixed-peg_channel-seed-06.json,f29fa325a7903fec1c898a73994e5ad6d859aeea16d3fca89c0cf97e8a32f031,15,final_eval,0.7956594488051633,15,0.7956594488051633,0.0,True
create-language-fixed,Create,LLMRefine,FixedST,peg_channel,7,data/logs/run/p-create-language-fixed-peg_channel-seed-07.json,9977c582e9321534e46ad9223ddaf59e943c20e880117a0efe580037d7c6101b,15,final_eval,0.6998415022758889,10,3.1286210321952025e-05,0.6998102160655669,False
